Last,First,Minutes,Seconds,Goals,Shots,AttackingGoals,AttackingShots,CenterGoals,CenterShots,DriveGoals,DriveShots,ExtraGoals,ExtraShots,PenaltyGoals,PenaltyShots,CounterGoals,CounterShots,FoulGoals,FoulShots,TO,ST,RB,BL,AS,SPWins,SPAttempts,CPEX,FPEX,DSEX,M6EX,CSEX,DBEX,PEX,EXPLUS,TotalEX,Team,Opponent,Result,FullTimeGoals,Ref1,Ref2,MatchNum,Tournament,GameNum,FullName
DI SOMMA,Edoardo,20.0,13.0,1.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,ITA,HUN,1.0,12.0,ALEXANDRESCU,PUTNIKOVIC,47,EC2024,EC2024-47,DI SOMMA E.
VELOTTO,Alessandro,17.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,ITA,HUN,1.0,12.0,ALEXANDRESCU,PUTNIKOVIC,47,EC2024,EC2024-47,VELOTTO A.
NICOSIA,Gianmarco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ITA,HUN,1.0,12.0,ALEXANDRESCU,PUTNIKOVIC,47,EC2024,EC2024-47,NICOSIA G.
BRGULJAN,Drasko,15.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,BRGULJAN D.
PERKOVIC,Miroslav,15.0,34.0,1.0,3.0,0.0,0.0,0.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,PERKOVIC M.
AVERKA,Kanstantsin,21.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,2.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,AVERKA K.
MACIC,Aljosa,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,MACIC A.
MRSIC,Marko,20.0,33.0,1.0,6.0,0.0,2.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,MRSIC M.
VIDOVIC,Stefan,22.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,VIDOVIC S.
RADOVIC,Duro,16.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,DNT,DNT,DNT,0.0,0.0,S,3,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,RADOVIC D.
UKROPINA,Aleksa,18.0,58.0,3.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,UKROPINA A.
VUJOVIC,Jovan,14.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,VUJOVIC J.
MATKOVIC,Dusan,23.0,16.0,1.0,3.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,MATKOVIC D.
RADOVIC,Vasilije,22.0,51.0,1.0,2.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,RADOVIC V.
TESANOVIC,Petar,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,MNE,GER,1.0,10.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,TESANOVIC P.
BOZIC,Zoran,31.0,33.0,2.0,8.0,0.0,2.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,BOZIC Z.
KORBEL,Ferdinand,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,KORBEL F.
DYCK,Mark,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,DYCK M.
SEIFERT,Sascha,19.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,SEIFERT S.
TAUBERT,Finn,8.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,TAUBERT F.
STRELEZKIJ,Denis,30.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,,,1.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,1.0,0,2,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,STRELEZKIJ D.
CHIRU,Yannek,24.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,0.0,0.0,3.0,3.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,CHIRU Y.
SEKULIC,Aleks,24.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,0,1,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,SEKULIC A.
KUPPERS,Lukas,21.0,39.0,0.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,KUPPERS L.
SCHIPPER,Niclas,6.0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,SCHIPPER N.
VERNET SCHWEIMER,Max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GER,MNE,0.0,5.0,ALEXANDRESCU,BOURGES,30,EC2024,EC2024-30,VERNET SCHWEIMER M.
GENIDOUNIAS,Konstantinos,22.0,35.0,5.0,7.0,0.0,1.0,0.0,0.0,,,3.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,,0.0,0.0,2.0,3.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,GENIDOUNIAS K.
SKOUMPAKIS,Dimitrios,16.0,22.0,2.0,3.0,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,1.0,0,1,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,SKOUMPAKIS D.
GKIOUVETSIS,Konstantinos,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,GKIOUVETSIS K.
FOUNTOULIS,Ioannis,21.0,51.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,FOUNTOULIS I.
PAPANASTASIOU,Alexandros,23.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,PAPANASTASIOU A.
DERVISIS,Georgios,14.0,48.0,1.0,3.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,DERVISIS G.
ARGYROPOULOS KANAKAK,Stylianos,16.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,ARGYROPOULOS S.
ALAFRAGKIS,Ioannis,11.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0,2,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,ALAFRAGKIS I.
KAKARIS,Konstantinos,11.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,KAKARIS K.
NIKOLAIDIS,Dimitrios,15.0,14.0,0.0,2.0,0.0,0.0,0.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,NIKOLAIDIS D.
VLACHOPOULOS,Angelos,19.0,36.0,2.0,5.0,0.0,1.0,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,VLACHOPOULOS A.
TZORTZATOS,Panagiotis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,GRE,NED,1.0,15.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,TZORTZATOS P.
GBADAMASSI,Bilal,15.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,GBADAMASSI B.
VAN DEN BURG,Sam,9.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,VAN DEN BURG S.
KASTROP,Flemming,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,1.0,S,3,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,KASTROP F.
VAN IJPEREN,Guus,13.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,VAN IJPEREN G.
VAN DER WEIJDEN,Mart,13.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,VAN DER WEIJDEN M.
TE RIELE,Kas,21.0,11.0,4.0,5.0,0.0,1.0,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,3.0,0.0,1.0,DNT,DNT,DNT,0.0,1.0,0,2,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,TE RIELE K.
NISPELING,Jesse,9.0,49.0,1.0,2.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,1.0,S,3,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,NISPELING J.
MULLER,Jorn,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,MULLER J.
DE WEERD,Tom,25.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0,1,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,DE WEERD T.
KOOPMAN,Jesse,18.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,KOOPMAN J.
TEN BROEK,Lars,27.0,17.0,2.0,7.0,0.0,1.0,0.0,0.0,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,3.0,0.0,0.0,0.0,2.0,DNT,DNT,DNT,0.0,0.0,0,2,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,TEN BROEK L.
WESTERVELD,Joran,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,NED,GRE,0.0,10.0,PUTNIKOVIC,KOVACS-CSATLOS,29,EC2024,EC2024-29,WESTERVELD J.
MANDIC,Dusan,17.0,57.0,4.0,4.0,0.0,0.0,0.0,0.0,,,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,MANDIC D.
RASOVIC,Strahinja,20.0,33.0,3.0,6.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,,0.0,0.0,1.0,2.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,RASOVIC S.
RANDELOVIC,Sava,15.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,,3.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,RANDELOVIC S.
LAZIC,Dorde,12.0,7.0,4.0,4.0,0.0,0.0,1.0,1.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,1,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,LAZIC D.
RADULOVIC,Marko,21.0,53.0,2.0,4.0,0.0,0.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,,1.0,3.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,RADULOVIC M.
DRASOVIC,Radomir,19.0,35.0,2.0,2.0,1.0,1.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,DRASOVIC R.
JAKSIC,Nikola,16.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,JAKSIC N.
VICO,Nemanja,14.0,21.0,1.0,2.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,VICO N.
JAKSIC,Petar,13.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,1.0,0.0,0.0,2.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,2,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,JAKSIC P.
LUKIC,Nikola,21.0,18.0,1.0,3.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,LUKIC N.
RASOVIC,Viktor,17.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,RASOVIC V.
MITROVIC,Branislav,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0.0,0,SRB,ROU,1.0,18.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,MITROVIC B.
BELENYESI,David,17.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,BELENYESI D.
LUTESCU,Matei - Ioan,14.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,DNT,DNT,DNT,0.0,0.0,0,2,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,LUTESCU M.
FULEA,Tudor-Andrei,26.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,FULEA T.
VRANCEANU,Ionut-Valentin,16.0,22.0,2.0,4.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,VRANCEANU I.
PRIOTEASA,Andrei,17.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,3.0,0.0,1.0,DNT,DNT,DNT,0.0,0.0,0,1,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,PRIOTEASA A.
TEPELUS,Andrei,14.0,23.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,DNT,DNT,DNT,0.0,0.0,S,3,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,TEPELUS A.
NEAMTU,Andrei-Radu-Ionut,10.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,DNT,DNT,DNT,0.0,1.0,0,2,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,NEAMTU A.
COLODROVSCHI,Silvian,16.0,8.0,1.0,3.0,0.0,1.0,1.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,DNT,DNT,DNT,0.0,0.0,0,0,ROU,SRB,0.0,7.0,COLOMBO,BOURGES,45,EC2024,EC2024-45,COLODROVSCHI S.
